FacilityID,CampsiteName,CampsiteLongitude,CampsiteLatitude
267079,5,-122.010346,43.586182
267080,9,-121.619623,44.574335
267078,7,-121.638261,44.481279
267075,8,-121.638114,44.472013
267074,11,-121.625758,44.113062
267073,9,-121.619057,43.774093
267076,1,-121.476003,44.620273
267083,7,-121.638876,44.485634
267082,7,-121.609619,44.357482
267072,001 - 4 Horse,-121.800764,43.824095
267553,18,-121.775555,43.812987
267556,3,-121.623005,44.095711
267552,8,-121.635193,44.44153
267554,17 - 4 Horse,-121.624437,44.112203
267560,1,-121.808239,43.966811
267559,1,-111.865811,33.97525
267557,8,-121.84267,43.497142
267558,8,-121.823666,43.675658
267555,22,-121.808904,43.979087
269838,Heybrook Lookout,-121.5352,47.808397
270420,A08,-112.153589,34.711127
270816,143,-112.809759,31.94019
232441,G03,-83.312494,35.561456
232448,A008,-119.353923,37.874138
232437,GP01,-83.109183,35.752307
232438,GP02,-83.206551,35.753053
232439,7AM-3:30PM,-83.208954,35.757538
232434,G001,-83.07379,35.650994
232435,4-8PM,-83.438662,35.460488
232436,GP01,-83.586296,35.659981
232432,A093,-78.297416,38.76305
272084,T10,-91.530065,41.723118
272095,Kellner Picnic Site,-110.829088,33.33491
272091,L08,-91.541001,41.725113
272094,C02,-91.533962,41.722371
272098,Red Ives Cabin,-115.351528,47.056589
272097,Brundrett 2,-110.571926,33.688829
232481,2,-83.298032,35.5428
232483,2,-83.212084,35.615598
272174,5,-79.438081,40.437375
272173,Strawberry Cabin,-111.915278,46.475556
231962,64,-119.100468,34.815069
233954,23,-82.203565,35.804294
232039,83,-112.695938,37.521781
272228,10,-121.425578,43.724417
272230,10,-121.379,43.716167
272243,2,-122.593911,40.599984
272248,1,-122.551662,40.586263
272250,1,-122.582692,40.601411
272244,2,-122.531345,40.575809
272249,26,-89.322332,46.240759
272246,3,-119.783935,38.745664
272245,10,-111.24823,38.282995
272247,1,-122.671356,40.641737
272266,73,-112.984085,37.202868
251537,50,-121.244102,43.710909
234685,38,-105.506131,37.74524
232398,5,-119.093611,37.686111
272299,B02,-115.813029,33.745858
272300,15,-116.064881,33.991852
273334,2,-86.604,46.044
273355,1,-86.482778,46.128889
273346,2,-86.411,46.181
273349,3,-86.450556,46.163333
273361,1,-86.578,46.165
273338,1,-86.431667,46.216667
273350,1,-86.581389,46.039167
273344,1,-86.544167,46.171667
273347,1,-86.523056,46.080278
273333,1,-86.55,46.072
273341,1,-86.498333,46.070556
273358,1,-86.5375,46.070556
273356,1,-86.507778,46.077778
273340,1,-86.479722,46.169167
273342,2,-86.503056,46.174444
273348,17,-106.36586,37.126197
273343,5,-90.050963,46.663962
273360,3,-105.609755,36.086137
273357,2,-86.428611,46.2
273339,1,-86.577,46.145
273353,1,-86.479444,46.144722
273363,1,-86.413889,46.244722
273352,23,-83.480849,34.757081
273351,1,-86.5475,46.170556
273345,Clark Lake Pavilion,-89.337717,46.242062
273335,24,-112.381252,34.512289
273375,1,-122.36815,40.887972
273378,Hirz Cabin,-122.235619,40.874092
273376,1,-122.920989,40.773
273759,20,-112.772594,37.518596
273758,5,-105.693519,35.686302
273755,1,-122.253661,40.752237
273778,F04,-71.651516,44.012931
273784,Lake Ottawa Pavilion,-88.76396,46.077346
273799,4,-117.535609,48.611421
232733,9G,-84.645541,37.013425
273821,3,-83.111694,35.749585
273818,1,-105.607406,36.187956
273822,3,-112.789354,37.52065
273820,2,-117.539474,48.612232
250031,01-Equestrian Camp,-122.452577,42.1804
273841,Fuchs House,-90.603631,36.978337
273847,A10,-83.933044,35.610659
273848,26,-83.173823,35.564826
233652,W,-77.192045,41.977716
273868,ELK CREEK PAVILION,-116.173056,46.791944
274288,16,-114.215741,34.210249
274315,38,-106.608584,35.823305
234529,GSA,-112.214354,36.712382
231881,2,-106.893106,39.146288
231893,1,-105.653715,35.845169
232427,1,-90.614392,48.067939
232514,3,-82.471198,33.644641
232646,23,-96.662293,32.25895
232729,1,-84.679366,34.202993
233543,5,-98.58096,36.128924
233595,4,-96.645393,33.87647
232174,18,-71.021601,44.267405
232209,1,-112.453878,34.455556
232220,17,-106.074914,39.602631
232323,2,-106.974166,44.33765
232387,4,-106.368529,39.088194
232679,34,-86.771475,32.342505
232452,108,-119.798914,37.748173
232904,4,-82.633857,38.614742
233649,1,-106.307228,35.646454
233821,8,-109.461503,40.882678
233926,8,-107.500161,44.703341
234509,4,-105.396815,40.683873
233783,G001,-89.266444,38.657789
233811,2,-107.23149,37.72918
233817,GROUP,-119.565505,37.737314
234518,1,-110.816465,42.638639
231836,24,-104.423472,44.426862
231887,1,-105.80138,33.030698
232168,10,-115.679678,36.309064
232354,5,-115.075902,43.606354
232408,7,-111.541591,39.253458
232621,A17,-92.921621,36.472317
232339,16,-105.094401,39.062087
232383,1,-110.824553,43.203645
232552,21,-96.488379,33.055312
232575,4,-84.615931,34.602146
232618,T003,-99.573238,31.838459
233826,14,-111.428731,44.432997
233414,W06,-119.966734,37.21001
233445,4,-96.583031,33.849325
233555,28,-95.459202,37.276948
234287,6,-111.745146,34.936023
234559,1,-97.238604,31.533016
231882,8,-106.895916,39.142114
231886,13,-107.702599,35.234664
231991,1,-87.297426,34.11904
232007,13,-79.776154,38.918752
232026,17,-112.905159,37.592464
232041,1,-116.17493,44.332144
232080,5,-112.656365,37.703594
232211,B-1,-111.112604,43.323601
233499,23,-118.767349,46.31294
233546,2,-95.104777,34.175823
233660,C-11,-95.378457,34.044757
233769,1,-85.920746,43.87071
233804,1,-105.06764,37.968023
233833,58,-105.525323,40.638809
233927,1,-106.560574,39.757264
233934,28,-109.730196,44.453739
233956,1,-112.12272,35.210204
233593,B04,-92.890228,40.857799
233612,9,-88.945398,38.037204
233621,4,-96.523144,38.682867
232651,7,-96.695539,31.964389
232903,15,-82.619606,38.613126
233429,1,-95.335531,36.043235
233450,11,-95.675482,38.675348
233453,A24,-93.683125,37.579025
232379,1,-115.697965,43.908336
232513,27,-85.209859,32.972815
232537,31,-87.886075,36.61933
233422,8,-80.907612,38.221841
231907,C04,-109.590487,40.983193
231919,11,-111.744516,38.527636
232056,CA1,-86.4587,39.020401
232669,62,-88.300525,33.237466
232189,10,-91.915959,47.380937
232687,54,-82.259209,33.680345
233482,6,-88.985055,38.039526
233601,5,-97.956508,38.610941
233534,E30,-96.547787,33.935792
232571,11,-87.436954,33.257625
232462,C090,-105.593361,40.326529
232616,1,-86.446274,36.290051
232658,1,-86.659877,36.287502
232683,9,-85.16381,32.932168
233648,2,-94.351497,46.410248
233635,A11,-93.731239,38.294256
232718,2,-97.370468,30.669921
233463,9,-89.261706,38.657277
231838,3,-103.713975,43.735366
231864,33,-106.620531,40.93319
233757,4,-90.898438,46.302032
233946,3,-87.373908,33.438463
234220,Shelter 1 Big Branch Day Use Area,-81.77357,37.597311
234164,3,-115.671121,44.652635
234313,C01,-83.975955,35.36236
232143,3,-111.7743,34.841326
232163,CANYON GROUP ,-115.643479,36.254682
233731,CABIN,-105.904748,40.793778
234139,C1,-84.098,35.315146
234236,3,-82.383117,38.147488
234552,2,-106.771784,40.772578
233474,B006,-96.953809,39.095414
232542,13,-93.528231,36.721157
232308,A,-71.519322,43.972965
232384,84,-81.677586,36.66961
231914,Group A - RV,-112.25991,37.609209
232050,20,-114.914553,44.148143
233523,39,-77.178617,41.88808
234080,X26,-84.968562,46.011203
232210,9,-111.043814,43.197892
232391,8,-91.168061,37.811755
232151,30,-94.514793,47.380493
232273,48,-106.044627,39.600599
233529,J-13,-95.420127,34.023477
233531,44,-93.699976,34.228436
232459,D144,-78.437644,38.529133
232717,D-01,-92.112807,34.448215
232325,20,-90.932902,37.724452
233848,19,-94.048863,47.518317
232418,1,-90.876458,36.668602
233597,004A,-91.663588,39.508946
233758,13,-90.931644,45.986705
233812,LKISCA,-105.047423,37.981031
233859,2,-105.764018,39.436668
233945,J01,-107.108653,41.273872
233969,2,-112.275346,42.350582
234562,1,-82.197827,33.657873
231840,25,-103.482777,43.892672
232011,B,-114.850651,43.925464
232541,117,-88.213832,36.995144
232428,2,-90.897375,48.159837
232522,3,-94.398952,34.126965
233541,32,-88.740528,39.450245
233557,GRP6,-91.646125,39.517603
233922,1,-90.17412,45.909928
233941,G01,-105.953361,40.142949
234227,P4,-82.420415,38.305011
231862,C119,-105.89054,40.178714
233618,19,-91.596971,41.81402
233622,11,-96.805177,36.766358
233440,A,-119.875349,37.122204
233558,7,-88.955972,38.054276
233573,19,-79.446665,41.482538
233580,DPS,-95.413344,39.118149
233686,S05,-90.277454,36.935938
233910,7,-80.07091,35.439452
234617,1,-84.639293,46.470758
234237,1,-71.172427,44.19694
231916,11,-111.694228,37.935427
233672,54,-93.376898,37.877112
233665,GSA,-81.28646,36.109104
232016,12,-116.185826,44.334759
232431,027 - Double Site,-115.261855,44.301666
232533,1,-82.828972,34.515185
232635,GRP1,-96.644946,32.27105
233793,2,-110.775367,39.882928
233797,BIGROC,-111.155379,39.512527
233808,CABIN,-105.92803,39.346246
233983,12,-91.01784,37.003865
234090,2,-71.730626,43.188993
234128,7,-79.563983,33.03746
234221,6,-107.447198,44.688995
233709,11,-105.987285,39.032003
233814,C01,-91.307024,33.985426
234033,32,-81.557504,28.981815
231997,25,-94.105176,47.515335
231852,35,-105.470426,40.68208
234101,5,-111.768129,40.622703
232665,30,-84.619149,34.120064
232750,4,-96.727431,31.971345
232079,8,-119.322168,38.17919
234257,GROUP1,-112.266962,39.349863
234454,1,-106.912736,44.159633
234519,1,-110.817256,42.641319
231837,5,-103.51262,43.77508
231870,17,-106.14337,38.427098
234532,1,-112.168004,38.071119
233102,4,-119.322107,38.183313
233548,EAST,-92.244088,44.859403
233576,S-3,-95.471694,37.273096
233638,T3,-80.286932,27.108934
233564,40,-89.601952,33.836373
233944,J01,-107.119993,41.283039
